arm_id,scenario_id,trial_number,scenario_has_vulnerability,ranking_valid,schema_invalid,provider_failed,runtime_failed,candidate_count,test_budget,top_k,tested_candidate_count,verified_finding_id,verified_finding_present,trial_start_timestamp,trial_start_source,first_verified_finding_timestamp,time_to_first_verified_finding_ms,requests_to_first_verified_finding,browser_navigations_to_first_verified_finding,candidates_tested_before_first_verification,timing_availability,cost_per_verified_finding_usd,notes
local_qwen,x13-015,2,True,True,False,False,False,7,4,4,3,finding-7797ac999752,True,2026-08-08T11:42:08.629227+00:00,provider_or_action_timestamp,2026-08-08T11:42:09.087413+00:00,458,6,6,3,available,not_available,derived_from_retained_timestamps
local_qwen,x13-015,3,True,True,False,False,False,7,4,4,3,finding-93039583b66d,True,2026-08-08T12:16:20.378912+00:00,provider_or_action_timestamp,2026-08-08T12:16:20.854048+00:00,475,6,6,3,available,not_available,derived_from_retained_timestamps
local_qwen,x13-015,4,True,True,False,False,False,7,4,4,3,finding-abc2ab40ab88,True,2026-08-08T12:50:30.243680+00:00,provider_or_action_timestamp,2026-08-08T12:50:30.721279+00:00,478,6,6,3,available,not_available,derived_from_retained_timestamps
local_qwen,x13-015,5,True,True,False,False,False,7,4,4,3,finding-e5d53ad2147a,True,2026-08-08T13:24:42.289116+00:00,provider_or_action_timestamp,2026-08-08T13:24:42.756659+00:00,468,6,6,3,available,not_available,derived_from_retained_timestamps
local_qwen,x13-016,1,True,True,False,False,False,5,4,4,4,,False,2026-08-08T11:09:11.240464+00:00,provider_or_action_timestamp,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_available,negative_or_no_verified_finding
local_qwen,x13-016,2,True,True,False,False,False,5,4,4,4,,False,2026-08-08T11:43:22.779174+00:00,provider_or_action_timestamp,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_available,negative_or_no_verified_finding
local_qwen,x13-016,3,True,True,False,False,False,5,4,4,4,,False,2026-08-08T12:17:35.562755+00:00,provider_or_action_timestamp,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_available,negative_or_no_verified_finding
local_qwen,x13-016,4,True,True,False,False,False,5,4,4,4,,False,2026-08-08T12:51:43.687396+00:00,provider_or_action_timestamp,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_available,negative_or_no_verified_finding
local_qwen,x13-016,5,True,True,False,False,False,5,4,4,4,,False,2026-08-08T13:25:55.566755+00:00,provider_or_action_timestamp,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_available,negative_or_no_verified_finding
local_qwen,x13-017,1,False,True,False,False,False,4,4,4,4,,False,2026-08-08T11:10:08.611624+00:00,provider_or_action_timestamp,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_available,negative_or_no_verified_finding
local_qwen,x13-017,2,False,True,False,False,False,4,4,4,4,,False,2026-08-08T11:44:19.961392+00:00,provider_or_action_timestamp,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_available,negative_or_no_verified_finding
